355041	Happy birthday, Muiriel!
1679*	Thanks to you I've lost my appetite.
416370*	What did you have for lunch today?
5107330	Tomorrow I'll be at home all day.
4828607*	I'll call tomorrow morning.
4811403*	Is there anything else that you want to know?
2220937*	What do you want to do tomorrow?
5285853*	What do you want to have for lunch?
434570*	Do you have children?
30397	Louder.
34980	Happy Halloween!
37616	How big?
16442	How tall you are!
70132*	I believe that you will succeed.
2451540*	Do your children know French?
3823127*	Everyone began to laugh.
4929388*	The details aren't necessary.
4822647*	My mother is making dinner.
4822646*	What are you doing in my office?
4822639*	My father was an actor.
5289544	Mery is the laziest person in his class.
3583373	I tried to kill myself twice.
4929384	Billy is good at sport.
3599501	It's so teeny tiny!
3599501	It's so teeny tiny!
2948303*	Tom probably doesn't like you.
2263542	Tom says he's snuggled with his girlfriend, but they haven't yet kissed.
2617795*	I'm calling from Tom's place.
2617795*	I'm calling from Tom's place.
4431265	I was ready too.
2241094*	We found it.
5955844	トムは演説した。
52027*	Wow!
52027*	Wow!
4817730*	How much does this hat cost?
61222*	How much is this camera?
3847212*	How much is this umbrella?
3847208*	Excuse me, how much does this cost?
4819403*	Don't look at us.
4819403*	Don't look at us.
4819403*	Don't look at us.
4819403*	Don't look at us.
4828686*	I think I've heard that somewhere before.
4928216	Has he ever snored?
4959393	When is the ship leaving?
4928212	When does the boat set out?
4959392	I was wondering when he/she would come back.
4866983*	When will it start?
4928211*	Come anytime.
4928208*	I can't win.
1495900*	Did you call Tom?
4928207	Don't touch my sandwich!
433518*	Go away!
1849378*	Don't touch me.
37512*	Where does it hurt?
3736723*	My knee hurts a lot.
2891463*	Is this about me?
3222933*	You can sit here.
3222933*	You can sit here.
1537275*	Can I sit here?
61514*	May I sit here?
1537275*	Can I sit here?
2283649*	You don't have to apologize.
2283649*	You don't have to apologize.
2283649*	You don't have to apologize.
4845143*	You don't need to apologize, Tom.
4864603	Why don't we exchange LINE [info]?
4843015	It would be better to agree to the terms.
4843017	I don't want to marry a stupid man!
3570062	I don't want to be her friend.
4843033	You'd better eat!
4843031*	Did you not know that?
6465958	Saitama city is seeing a return.
4843040*	You'd better eat something.
4843039	It would be better if you would eat more.
4864597	Do you speak Japanese fluently?
63212*	Do you believe in ghosts?
4049004	Do you believe in spirits?
63212*	Do you believe in ghosts?
63212*	Do you believe in ghosts?
4838273	Donate blood.
4838272	Take a seat!
3405314*	Do you know who killed Tom?
4844662*	You're the one who decided to do this job, right?
4864338	It's cold. I want to hibernate.
4845142*	You don't have to apologize, Tom.
4845142*	You don't have to apologize, Tom.
4845143*	You don't need to apologize, Tom.
4845142*	You don't have to apologize, Tom.
4845142*	You don't have to apologize, Tom.
4845142*	You don't have to apologize, Tom.
4845143*	You don't need to apologize, Tom.
3023329*	Tom used to work for a big firm in Boston.
4846758*	Do you think I should throw this away?
1476749*	Please stop crying.
4848413	She is at home.
4848413	She is at home.
4544045	What a large town!
4552908	Today is my little brother's twenty-second birthday.
4552905	This dog is bigger.
3424239*	Tom believes in life after death.
3518547*	It's entirely my fault.
631068	He took her in his arms to help her, but she couldn't stand.
4959389	When I went to the US, I gained weight.
4869722	Arabic must be read from right to left.
4928176	How much longer before you arrive?
4928175*	People usually don't like what they can't understand.
4928172	The best way to solve a problem is sometimes the simplest.
4928171*	How's the job hunt going?
4866157	Helen Keller was blind and deaf.
4959388	I'm nothing more than a politician.
4959387	I'm from Budapest.
2007837*	Let's talk later.
4959384	Come on, let's play.
4865259	He always eats breakfast here.
4959385	There are a lot of slums in Mexico.
4867467	Actually, that boy that you saw was a girl.
4284772	The "man" that you saw is actually a woman.
4290055*	Is there something you want to buy?
4867447	Oh my god! My passport's missing!
5277699*	I don't know if I have enough time or not.
2248396*	I've got time.
5068735	We should go to a party together.
4959380*	We should celebrate together.
4959378	When I'm sitting in this chair, it's really comfortable.
4950332	The love I feel for him has already grown cold.
4867466	I'm afraid that I don't want to discuss this matter.
4867462	He's good at making food.
303630*	He writes letters to his mother.
4959377*	I bought this book at the book store in front of the station.
2153674	He forgot to feed the dog.
5277697	Can't you quit it?
4950331*	Could you please turn off the radio for me?
5150309	You can't make a mixture of oil and water.
5906976	It is not easy to skillfully carry out easy tasks.
5068732*	Tom couldn't tell Mary how he really felt.
5906965	Originality is taking something that already known and combining in a extraordinary way.
5257482	If the people cannot use elections to drag a dictator down from power, they'll have no choice but to obey him.
4923545*	Memorizing the order of a deck of playing cards is definitely not easy, but it's not impossible.
679375*	Where are you now?
679375*	Where are you now?
6373813	Please wait. I'll bring you a towel
4938420*	Can I go buy some ice cream?
4666841*	Do you often come here?
4925666	Are you aware that you're being a nuisance?
4866017	There haven't been many movies like this recently.
4923534	It's been a while since we had a serious conversation, eh. "That's for sure. We usually only have idiotic conversations."
1610990	Did you see that small mouse?
1024735*	Tom isn't a fool.
4923529	Well, what shall we do for fun today...
4923528	These aren't just any 3-D glasses.
2406433*	I should've listened to Tom.
2026385*	I have a message I want you to deliver.
4500445*	Nobody knew where Tom lived.
2756922*	I'd like a fork.
909513*	Before I get out of bed, I spend a little time thinking about what I'll be doing the rest of the day.
4923520	It's cold outside, so he came inside the room.
4923518	Je t'aime means "I love you" in French.
4923516	I'm so tired I could die.
4923515*	Can I have your full name?
4904200	Is it ok if you wait just a little while?
4923513	Has anything been unclear so far?
4904188	But we've seen it before.
4904185	It looks like that huh?
4904182	Don't worry, this street is not obstructed.
4904171	Well, this is the street!
4870396	I'll go if it's fun.
4870390	Good god, there's simply not a way there!
4904169	Damn thief.
4904167	There is definetly a safe route!
416367*	Where are you going?
4959365	I thought it was something like this. I tried to come because I was worried.
4870398	Who are you calling stupid?!
4904159	Ow! Stop it!
4959361	The wind sure is cold.
4871909	The bus now arriving is going to Domestic Terminal 1. Passengers for the International Terminal, please wait. The shuttle bus to the International Terminal also leaves from this stop.
4871892	The bus now arriving is going to the International Terminal via Domestic Terminal 1.
4884684	We are bound for Domestic terminal 1. We will not be making any stops at the International terminal, so please take care.
3271573	What have you been doing recently?
3903761*	I wasn't honest with you.
3086942*	Tom put the letter opener back in the desk drawer.
4923508	You should suppress your pride.
4876387	Tom left through the back door.
4876393	Why does she hate you so much?
4876403	You can save your life and your family lives by always preparing for earthquakes.
4924779	What are you piddle-farting around for? I could do that in 10 minutes.
4881264	Do you know what floppy disks are? "Of course I do!" "Have you ever used one?" "Nah, I haven't."
4878602	The eruption of the volcano Vesuvius destroyed the city of Pompeii.
4881014	Love alone is not enough for a successful international marriage.
4881209*	We planted rice.
4881211*	We stayed at a farm house.
4881214*	We helped on the farm.
4881218	We went to a firework festival.
4922117*	Please sit as close to the front as possible.
4884639*	Did you read this morning's newspaper?
4904148*	Could you please briefly introduce yourself?
4904146	First of all, please do a simple self-introduction.
4904143	That isn't wine. It's grape juice.
4904147*	Wow! You've lost weight. Are you on a diet?
4904140	Oh no! It looks like someone is crying.
4959358	It'd be nice if tomorrow never came.
16534*	You don't need to worry about such a thing.
16534*	You don't need to worry about such a thing.
4923252	If there's some way to enjoy studying, could you teach me how?
4904133*	Is it OK if I drink all of this?
4922933*	Are you going to eat all of that yourself?
4049034*	How can you eat so much?
4922888*	What movies have you seen recently?
4922114*	Is there anyone who can't come tomorrow?
